Dir,Flgs,SrcAddr,DstAddr,Sport,Dport,SrcBytes,DstBytes,SrcLoad,DstLoad,SrcGap,DstGap,SIntPkt,DIntPkt,SIntPktAct,DIntPktAct,SrcJitter,DstJitter,sMaxPktSz,dMaxPktSz,sMinPktSz,dMinPktSz,Dur,Trans,TotPkts,TotBytes,Load,Loss,pLoss,pSrcLoss,pDstLoss,Rate,SrcMac,DstMac,Packet_num,Temp,SpO2,Pulse_Rate,SYS,DIA,Heart_rate,Resp_Rate,ST,Attack Category,Label
   ->, e        ,10.0.1.172,10.0.1.150,58103,1111,496,186,240679,80226,0,0,4.121667,2.345,0,0,3.183501,2.31,310,66,60,60,0.012365,1,7,682,320906,0,0,0,0,485.241,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,17,28.9,92,90,0,0,100,13,0.3,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58105,1111,496,186,116327,38776,0,0,8.527667,7.741,0,0,2.643549,7.644,310,66,60,60,0.025583,1,7,682,155103,0,0,0,0,234.531,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,18,28.9,92,90,0,0,96,13,0.32,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58107,1111,496,186,236434,78811,0,0,4.195667,2.3515,0,0,3.275936,2.3165,310,66,60,60,0.012587,1,7,682,315246,0,0,0,0,476.682,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,19,28.9,93,91,0,0,96,13,0.32,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58112,1111,496,186,236886,78962,0,0,4.187667,2.895,0,0,3.002758,2.835,310,66,60,60,0.012563,1,7,682,315848,0,0,0,0,477.593,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,20,28.9,94,88,0,0,96,13,0.32,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58114,1111,496,186,217799,72600,0,0,4.554667,3.3145,0,0,2.039511,3.3095,310,66,60,60,0.013664,1,7,682,290398,0,0,0,0,439.11,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,21,28.9,94,88,0,0,89,13,0.32,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58118,1111,496,186,236134,78711,0,0,4.201,2.8515,0,0,2.075529,2.7465,310,66,60,60,0.012603,1,7,682,314846,0,0,0,0,476.077,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,22,28.9,94,88,0,0,87,13,0.32,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58122,1111,496,186,257373,85791,0,0,3.854333,2.358,0,0,2.878493,2.324,310,66,60,60,0.011563,1,7,682,343164,0,0,0,0,518.896,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,23,28.9,94,88,0,0,86,13,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58133,1111,496,186,236585,78862,0,0,4.193,2.8745,0,0,3.008083,2.7955,310,66,60,60,0.012579,1,7,682,315446,0,0,0,0,476.985,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,24,28.9,94,88,0,0,88,13,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58137,1111,496,186,236397,78799,0,0,4.196333,2.824,0,0,3.018792,2.765,310,66,60,60,0.012589,1,7,682,315196,0,0,0,0,476.607,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,25,28.9,95,93,0,0,88,13,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58138,1111,496,186,217799,72600,0,0,4.554667,2.843,0,0,3.379762,2.782,310,66,60,60,0.013664,1,7,682,290398,0,0,0,0,439.11,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,26,28.9,95,93,0,0,91,13,0.3,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58142,1111,496,186,242661,80887,0,0,4.088,2.382,0,0,3.124009,2.343,310,66,60,60,0.012264,1,7,682,323549,0,0,0,0,489.237,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,27,28.9,96,94,0,0,91,13,0.3,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58143,1111,496,186,205426,68475,0,0,4.829,4.1415,0,0,3.491161,4.0995,310,66,60,60,0.014487,1,7,682,273901,0,0,0,0,414.164,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,28,28.9,96,94,0,0,95,13,0.3,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58147,1111,496,186,279332,93111,0,0,3.551333,2.2865,0,0,2.603284,2.1865,310,66,60,60,0.010654,1,7,682,372442,0,0,0,0,563.169,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,29,28.9,97,96,0,0,95,13,0.3,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58151,1111,496,186,203209,67736,0,0,4.881667,3.3545,0,0,2.614375,3.2585,310,66,60,60,0.014645,1,7,682,270946,0,0,0,0,409.696,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,30,28.9,97,97,0,0,95,13,0.3,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58155,1111,496,186,240194,80065,0,0,4.13,2.219,0,0,3.273952,2.185,310,66,60,60,0.01239,1,7,682,320258,0,0,0,0,484.262,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,31,28.9,97,97,0,0,95,13,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58159,1111,496,186,242582,80861,0,0,4.089333,3.67,0,0,0.999026,3.611,310,66,60,60,0.012268,1,7,682,323443,0,0,0,0,489.077,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,32,28.9,98,97,0,0,95,13,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58160,1111,496,186,220673,73558,0,0,4.495333,3.889,0,0,3.251598,3.81,310,66,60,60,0.013486,1,7,682,294231,0,0,0,0,444.906,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,33,28.9,98,97,0,0,95,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58164,1111,496,186,188211,62737,0,0,5.270667,2.832,0,0,3.517906,2.762,310,66,60,60,0.015812,1,7,682,250949,0,0,0,0,379.459,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,34,28.9,98,97,0,0,89,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58165,1111,496,186,282219,94073,0,0,3.515,2.8455,0,0,1.173986,2.7505,310,66,60,60,0.010545,1,7,682,376292,0,0,0,0,568.99,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,35,28.9,98,95,0,0,89,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58170,1111,496,186,220608,73536,0,0,4.496667,2.9095,0,0,3.295685,2.8055,310,66,60,60,0.01349,1,7,682,294144,0,0,0,0,444.774,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,36,28.9,98,95,0,0,84,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58172,1111,496,186,182577,60859,0,0,5.433333,4.159,0,0,3.838729,4.095,310,66,60,60,0.0163,1,7,682,243436,0,0,0,0,368.098,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,37,28.9,98,95,138,78,84,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58174,1111,496,186,255494,85165,0,0,3.882667,2.805,0,0,2.754189,2.703,310,66,60,60,0.011648,1,7,682,340659,0,0,0,0,515.11,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,38,28.9,99,94,138,78,84,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58179,1111,496,186,237113,79038,0,0,4.183667,3.3395,0,0,2.870522,3.1385,310,66,60,60,0.012551,1,7,682,316150,0,0,0,0,478.05,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,39,28.9,99,93,138,78,84,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58183,1111,496,186,221445,73815,0,0,4.479667,3.276,0,0,2.028097,3.216,310,66,60,60,0.013439,1,7,682,295260,0,0,0,0,446.462,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,40,28.9,99,90,138,78,84,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58188,1111,496,186,181022,60341,0,0,5.48,3.473,0,0,3.110143,3.401,310,66,60,60,0.01644,1,7,682,241363,0,0,0,0,364.964,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,41,28.9,98,91,138,78,84,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58190,1111,496,186,226209,75403,0,0,4.385333,2.827,0,0,3.043907,2.708,310,66,60,60,0.013156,1,7,682,301611,0,0,0,0,456.066,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,42,28.9,98,91,138,78,87,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58192,1111,496,186,237605,79202,0,0,4.175,2.3445,0,0,3.257269,2.3085,310,66,60,60,0.012525,1,7,682,316806,0,0,0,0,479.042,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,43,28.9,96,93,138,78,87,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58196,1111,496,186,257796,85932,0,0,3.848,2.3295,0,0,2.893009,2.2885,310,66,60,60,0.011544,1,7,682,343728,0,0,0,0,519.75,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,44,28.8,96,93,138,78,87,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58198,1111,496,186,221626,73875,0,0,4.476,2.8185,0,0,3.32272,2.6685,310,66,60,60,0.013428,1,7,682,295502,0,0,0,0,446.828,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,45,28.8,96,92,138,78,87,0,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58200,1111,496,186,258513,86171,0,0,3.837333,2.2825,0,0,2.878129,2.2655,310,66,60,60,0.011512,1,7,682,344684,0,0,0,0,521.195,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,46,28.8,96,92,138,78,87,0,0.34,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58206,1111,496,186,229276,76425,0,0,4.326667,3.1065,0,0,3.073281,3.0725,310,66,60,60,0.01298,1,7,682,305701,0,0,0,0,462.25,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,47,28.8,95,88,138,78,87,0,0.34,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58208,1111,496,186,130332,43444,0,0,7.611333,7.931,0,0,6.469118,7.895,310,66,60,60,0.022834,1,7,682,173776,0,0,0,0,262.766,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,48,28.8,95,88,138,78,84,0,0.34,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58210,1111,496,186,241539,80513,0,0,4.107,2.167,0,0,3.288541,2.125,310,66,60,60,0.012321,1,7,682,322052,0,0,0,0,486.973,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,49,28.8,95,86,138,78,84,0,0.34,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58214,1111,496,186,180659,60220,0,0,5.491,2.8145,0,0,4.466698,2.7445,310,66,60,60,0.016473,1,7,682,240879,0,0,0,0,364.232,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,50,28.8,95,86,138,78,79,13,0.34,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58218,1111,496,186,285030,95010,0,0,3.480333,2.3295,0,0,2.516453,2.2855,310,66,60,60,0.010441,1,7,682,380040,0,0,0,0,574.658,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,51,28.8,94,83,138,78,79,13,0.34,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58222,1111,496,186,200188,66729,0,0,4.955333,2.3725,0,0,4.186609,2.3385,310,66,60,60,0.014866,1,7,682,266918,0,0,0,0,403.606,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,52,28.8,94,83,138,78,79,26,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58224,1111,496,186,205738,68579,0,0,4.821667,2.824,0,0,3.677997,2.786,310,66,60,60,0.014465,1,7,682,274317,0,0,0,0,414.794,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,53,28.8,93,81,138,78,79,26,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58227,1111,496,186,106503,35501,0,0,9.314333,7.3005,0,0,6.594388,7.2665,310,66,60,60,0.027943,1,7,682,142003,0,0,0,0,214.723,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,54,28.8,93,80,138,78,79,26,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58231,1111,496,186,135420,45140,0,0,7.325333,8.0975,0,0,6.659174,8.0625,310,66,60,60,0.021976,1,7,682,180561,0,0,0,0,273.025,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,55,28.8,93,80,138,78,81,26,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58233,1111,496,186,236622,78874,0,0,4.192333,2.8225,0,0,3.017439,2.7885,310,66,60,60,0.012577,1,7,682,315497,0,0,0,0,477.061,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,56,28.8,92,80,138,78,81,26,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58235,1111,496,186,284241,94747,0,0,3.49,2.848,0,0,2.332873,2.772,310,66,60,60,0.01047,1,7,682,378988,0,0,0,0,573.066,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,57,28.8,92,80,138,78,83,26,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58237,1111,496,186,258087,86029,0,0,3.843667,2.855,0,0,2.719109,2.775,310,66,60,60,0.011531,1,7,682,344116,0,0,0,0,520.336,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,58,28.9,92,80,138,78,83,26,0.14,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58241,1111,496,186,238385,79462,0,0,4.161333,2.8085,0,0,3.003451,2.7485,310,66,60,60,0.012484,1,7,682,317847,0,0,0,0,480.615,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,59,28.9,92,80,138,78,83,26,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58248,1111,496,186,258625,86208,0,0,3.835667,2.816,0,0,2.713329,2.775,310,66,60,60,0.011507,1,7,682,344834,0,0,0,0,521.422,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,60,28.8,92,80,138,78,83,26,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58251,1111,496,186,205029,68343,0,0,4.838333,2.7975,0,0,3.7004,2.7565,310,66,60,60,0.014515,1,7,682,273372,0,0,0,0,413.365,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,61,28.8,92,83,138,78,83,26,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58252,1111,496,186,202780,67593,0,0,4.892,2.824,0,0,3.741553,2.783,310,66,60,60,0.014676,1,7,682,270373,0,0,0,0,408.831,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,62,28.8,92,83,138,78,84,19,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58254,1111,496,186,238099,79366,0,0,4.166333,2.713,0,0,3.027599,2.707,310,66,60,60,0.012499,1,7,682,317465,0,0,0,0,480.038,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,63,28.9,92,83,138,78,84,19,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58256,1111,496,186,237245,79082,0,0,4.181333,2.3305,0,0,3.270213,2.3245,310,66,60,60,0.012544,1,7,682,316327,0,0,0,0,478.316,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,64,28.9,93,82,138,78,84,19,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58261,1111,496,186,221726,73909,0,0,4.474,3.3005,0,0,1.959654,3.2425,310,66,60,60,0.013422,1,7,682,295634,0,0,0,0,447.027,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,65,28.9,94,82,138,78,84,19,0.26,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58262,1111,496,186,237985,79328,0,0,4.168333,2.8205,0,0,3.005285,2.7575,310,66,60,60,0.012505,1,7,682,317313,0,0,0,0,479.808,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,66,28.9,94,82,138,78,84,19,0.36,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58266,1111,496,186,220314,73438,0,0,4.502667,3.5165,0,0,3.183521,3.4755,310,66,60,60,0.013508,1,7,682,293752,0,0,0,0,444.181,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,67,28.9,95,82,138,78,84,19,0.36,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58267,1111,496,186,257930,85977,0,0,3.846,2.9915,0,0,2.717593,2.9485,310,66,60,60,0.011538,1,7,682,343907,0,0,0,0,520.021,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,68,28.8,95,82,138,78,84,19,0.36,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58269,1111,496,186,265904,88635,0,0,3.730667,2.1285,0,0,2.875503,2.0885,310,66,60,60,0.011192,1,7,682,354539,0,0,0,0,536.097,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,69,28.8,95,82,138,78,85,19,0.36,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58272,1111,496,186,180561,60187,0,0,5.494,2.812,0,0,4.466721,2.771,310,66,60,60,0.016482,1,7,682,240748,0,0,0,0,364.034,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,70,28.8,96,82,138,78,85,19,0.36,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58276,1111,496,186,190501,63500,0,0,5.207333,3.234,0,0,3.011673,3.16,310,66,60,60,0.015622,1,7,682,254001,0,0,0,0,384.074,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,71,28.8,96,83,138,78,85,19,0.36,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58280,1111,496,186,237776,79259,0,0,4.172,2.783,0,0,2.872634,2.635,310,66,60,60,0.012516,1,7,682,317034,0,0,0,0,479.386,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,72,28.8,96,83,138,78,85,19,0.3,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58284,1111,496,186,238672,79557,0,0,4.156333,3.2355,0,0,1.618091,3.2305,310,66,60,60,0.012469,1,7,682,318229,0,0,0,0,481.193,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,73,28.8,97,83,138,78,85,19,0.3,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58286,1111,496,186,238940,79647,0,0,4.151667,2.823,0,0,2.985616,2.76,310,66,60,60,0.012455,1,7,682,318587,0,0,0,0,481.734,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,74,28.8,97,83,138,78,85,16,0.3,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58289,1111,496,186,255100,85033,0,0,3.888667,2.781,0,0,2.760702,2.717,310,66,60,60,0.011666,1,7,682,340134,0,0,0,0,514.315,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,75,28.8,97,84,138,78,85,16,0.3,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58294,1111,496,186,260322,86774,0,0,3.810667,2.308,0,0,2.875374,2.266,310,66,60,60,0.011432,1,7,682,347096,0,0,0,0,524.843,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,76,28.8,98,85,138,78,85,16,0.3,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58295,1111,496,186,219162,73054,0,0,4.526333,2.948,0,0,3.295091,2.906,310,66,60,60,0.013579,1,7,682,292216,0,0,0,0,441.859,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,77,28.8,98,85,138,78,88,16,0.3,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58298,1111,496,186,236811,78937,0,0,4.189,2.8505,0,0,2.832548,2.6955,310,66,60,60,0.012567,1,7,682,315748,0,0,0,0,477.441,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,78,28.8,98,85,138,78,88,16,0.36,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58306,1111,496,186,240874,80291,0,0,4.118333,2.2375,0,0,3.257166,2.2315,310,66,60,60,0.012355,1,7,682,321166,0,0,0,0,485.633,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,79,28.8,98,85,138,78,87,16,0.36,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58308,1111,496,186,227176,75725,0,0,4.366667,3.248,0,0,3.089415,3.182,310,66,60,60,0.0131,1,7,682,302901,0,0,0,0,458.015,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,80,28.9,98,85,138,78,87,16,0.36,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58312,1111,496,186,238347,79449,0,0,4.162,3.3045,0,0,2.946673,3.2275,310,66,60,60,0.012486,1,7,682,317796,0,0,0,0,480.538,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,81,28.9,98,85,138,78,80,16,0.36,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58314,1111,496,186,220412,73471,0,0,4.500667,3.3045,0,0,1.980573,3.2475,310,66,60,60,0.013502,1,7,682,293882,0,0,0,0,444.379,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,82,28.9,98,84,138,78,80,16,0.36,normal,0
   ->, e        ,10.0.1.172,10.0.1.150,58315,1111,496,186,196943,65648,0,0,5.037,4.158,0,0,2.12627,4.08,310,66,60,60,0.015111,1,7,682,262590,0,0,0,0,397.062,84:3a:4b:0f:5b:94,b8:ca:3a:cf:0b:87,83,28.8,98,84,138,78,80,16,0.36,normal,0
